Article,Topic,Date,Party,Changes from Previous Version,,,
Union Access and Rights,Representation Rights,2/18/2025,Union,Changed: Added Section 7 - GSWs reserve right to Union representation in any proceeding implicating work status including cases where student status may be at risk (was: not in University's proposal),,,
Union Access and Rights,Basic Bargaining Unit Information - Timing,2/18/2025,Union,"Changed: Within 14 days of beginning of each semester and within 7 days of beginning of each summer semester, and on monthly basis thereafter, University provides basic info (was: within 45 days after start of each semester only)",,,
Union Access and Rights,Basic Bargaining Unit Information - Data Points,2/18/2025,Union,"Changed: Name (legal name and preferred name), home address (city/state/country only), major field of study, college (was: name, home address city/state/country, major, college - no preferred name)",,,
Union Access and Rights,FERPA Waiver Additional Information - Timing,2/18/2025,Union,"Changed: Within specified periods (14 days semester, 7 days summer, monthly thereafter) for those who submitted FERPA waiver by start of relevant semester (was: within 45-day period)",,,
Union Access and Rights,FERPA Waiver Additional Information - Expanded Data,2/18/2025,Union,"Changed: Expanded to ~28 data points including: NU ID, permanent and local street address/city/state/zip, cell phone, personal and NU email, appointment title, home department, stipend/hourly rate, pay grade, status, college enrolled, supervisor, date of birth, country of birth/origin, employment/enrollment dates with breaks, anticipated/actual graduation date, department employed/enrolled, work location building/office, deduction amounts dues/VCAP, total wages for pay period, total hours worked, days in pay period, total wages YTD, total FTE, appointment term (was: 10 data points - NU ID, home street address/city/state, phone, email, appointment title, home department, stipend/hourly rate, status, college, supervisor)",,,
Union Access and Rights,FERPA Release Form Requirements,2/18/2025,Union,"Changed: Initial appointment letters for GSWs must contain copy of FERPA Release Form in Appendix # by which GSW may consent to disclosure of directory and non-directory information to Union; form has two options - consent to release non-directory info or decline consent; selection of one option required to accept appointment; University makes reasonable efforts to obtain completed form; changes to form only under mutual consent (was: University maintains link to form that can be printed/completed/submitted, contents determined by University and subject to University change)",,,
Union Access and Rights,FERPA Form Distribution,2/18/2025,Union,"Changed: Added Section 11 - Within 10 days of effective date if not during winter break, University provides form to all bargaining union members; University makes reasonable efforts to obtain completed form from all bargaining unit members (was: University forwards link to all bargaining unit members)",,,
Union Access and Rights,Meeting Space,3/11/2025,University,No change: Maintained University makes available at no cost meeting space from time-to-time on same terms as other campus organizations; subject to availability; may not disrupt operations; University reserves right to limit or revoke,,,
Union Access and Rights,Union Representative Campus Access,3/11/2025,University,Changed: Union representatives who are not students must provide reasonable advanced notice; requests for such representatives to attend meetings on campus shall not be unreasonably denied where meeting pertains to servicing provisions of this contract (was: will be made in advance and will not be unreasonably denied without contract servicing qualifier),,,
Union Access and Rights,Bargaining Unit Representative List,3/11/2025,University,"No change: Maintained within 30 days of start of each semester and whenever there is an update, Union provides list of authorized representatives",,,
